problem_name,count
Earthquakes are unlikely to occur at divergent plate boundaries.,7
How do prokaryotic cells generally compare to eukaryotic cells in size and complexity?,7
How does analyzing a compound's chemical formula help in understanding its properties?,7
How does the atomic number help in the periodic table?,7
Isotopes of an element differ in atomic numbers.,7
Maintaining posture is a main function of the muscular system.,7
Muscles move the body by expanding.,7
Sea-floor spreading occurs at mid-ocean _____.,7
The atomic number helps _____ between elements on the periodic table.,7
The theory of plate tectonics is unrelated to continental drift and sea-floor spreading.,7
"To find the number of neutrons, subtract the atomic number from the _____ of the atom.",7
Transform plate boundaries only occur on land.,7
What action do muscles take to move the body?,7
What distinguishes isotopes of the same element?,7
What does the atomic number of an element determine?,7
What geological event is commonly associated with divergent plate boundaries?,7
What geological features result from oceanic-oceanic plate convergence?,7
What information does a compound's chemical formula provide?,7
What is one way strong muscles benefit the body?,7
Which organelle is found in both plant and animal cells and is responsible for energy production?,7
Which theory explains Earth's geological features?,7
Why is analyzing a chemical formula important?,7
Why is the formation of a precipitate considered a chemical change?,7
A molecule is made of two or more atoms bonded together.,6
Cells can exist both as single-celled organisms and as part of multicellular organisms.,6
Continental-Continental convergence results in the formation of mountain ranges.,6
"Divergent plate boundaries are known for their calm, earthquake-free environments.",6
Divergent plate boundaries typically result in the formation of deep trenches.,6
Give an example of a divergent boundary.,6
"In the chemical formula CO2, the subscript 2 indicates that there are two oxygen atoms for every one carbon atom in a molecule of carbon dioxide.",6
Muscular endurance is crucial for performing daily activities efficiently.,6
New _____ is formed at divergent plate boundaries.,6
The _____ Sea is an example of a divergent plate boundary.,6
The production of gas is always a result of a chemical change.,6
The subscript in a chemical formula shows the number of atoms of each element.,6
What do the subscripts in a chemical formula indicate?,6
What does a chemical formula represent?,6
What feature forms at divergent boundaries?,6
What forms as a result of oceanic-oceanic plate convergence?,6
What is a frequent event at convergent plate boundaries?,6
What is a primary result of continental-continental plate convergence?,6
What is an indication that a chemical change has occurred?,6
What results from the convergence of oceanic and continental plates?,6
What theory proposed that continents have moved to their current locations from other positions over a long period of time?,6
"Where one tectonic plate is subducted under another, _____ can form.",6
Which feature is commonly associated with divergent plate boundaries?,6
Which types of convergent plate boundaries are associated with volcanic activity?,6
A _____ change in a mixture suggests a chemical change.,5
A molecule is made up of _____ or more atoms bonded together.,5
"At divergent plate boundaries, _____ activity is common.",5
"Besides movement, what function does the muscular system perform?",5
Can transform plate boundaries occur under the sea?,5
Formation of a precipitate from a solution is a sign of chemical change.,5
How do plates interact at divergent boundaries?,5
Mid-ocean ridges are commonly found at convergent plate boundaries.,5
Oceanic-Continental convergence results in the formation of volcanic mountain _____ and oceanic trenches.,5
